title,topicDistribution,dominant_topic
科技資安,"[0.00043522349402672886,0.5388803823899717,0.00045913800270216905,0.00047754895920120105,0.45974770715409813]",1
國際,"[0.0009571305503167033,0.9350553900663456,0.0010072557305784702,0.06198568530893564,0.0009945383438233406]",1
國際,"[0.0006865568361845009,0.9971287776531973,0.0007222089627592765,0.0007513142884478962,0.0007111422594111833]",1
生活,"[0.0025467090969052883,0.0031368260569568547,0.9889066274511378,0.0027818823810287527,0.002627955013971417]",2
國際,"[0.0006038111332904307,0.7481167467884218,0.03459327508446279,0.2160614596527975,0.000624707341027411]",1
國際,"[0.001375203510342618,0.9942539415570326,0.0014424469614745742,0.0015050291399191708,0.0014233788312308625]",1
健康,"[0.0015628282484532712,0.0019506624414255332,0.0016409527722152384,0.9932194495694783,0.0016261069684277124]",3
健康,"[0.0002453510953879887,0.00029990257080930293,0.00025709379718727205,0.3759882009200648,0.6232094516165506]",4
國際,"[0.0005526139334768916,0.9976851882063423,0.0005812687296037249,0.0006055503628296136,0.0005753787677476057]",1
生活,"[0.00024739244626234834,0.2687369547889687,0.04515313788721318,0.6856051771312295,0.00025733774632636514]",3
健康,"[0.0001550955621563979,0.00019165019695832644,0.00016383833718203275,0.9993282317998481,0.00016118410385531577]",3
健康,"[0.046844736153272275,0.0004749789334234223,0.0004092784095191594,0.9518692435796094,0.00040176292417578934]",3
環境能源,"[0.15971282077852464,0.15940626200190666,0.15949247512382775,0.0005182898620595129,0.5208701522336814]",4
國際,"[0.00024241013098058597,0.7108219250260487,0.0002557991555020296,0.00026645079839985556,0.2884134148890688]",1
生活,"[0.000528748322064444,0.5190052529917589,0.0005567894505180595,0.0005813507468492339,0.47932785848880927]",1
政治與政策,"[0.0003205305624960027,0.00039333398058985427,0.9986025727066582,0.00035165035470748827,0.00033191239554833775]",2
健康,"[0.00023721795623042648,0.0002899193419010117,0.00024882382341802795,0.9989771798441918,0.0002468590342588006]",3
健康,"[0.0003798971546747985,0.00047004399264493333,0.0003982029199578817,0.9983570041573094,0.0003948517754129021]",3
國際,"[0.0006980272126553759,0.9970751369414789,0.0007353825246259112,0.0007663760195677448,0.0007250773016721252]",1
國際,"[0.003456661147712611,0.7469055908205849,0.07266366446632079,0.1733848206306125,0.003589262934769079]",1
生活,"[0.0006766047997442423,0.0008323449981416476,0.11800426067631087,0.3399264449425236,0.5405603445832796]",4
健康,"[0.00022885134129339203,0.00028020775463117453,0.00024030946288224172,0.9990131010363728,0.0002375304048204898]",3
國際,"[0.0007361405635000782,0.5451127125952565,0.4525813269765519,0.0008062570591856994,0.0007635628055056054]",1
生活,"[0.0012961451060232829,0.9945729026969187,0.0013631144231816949,0.0014221217044217728,0.0013457160694546873]",1
健康,"[0.00016156522717541245,0.00019965711063634118,0.00017017195718920005,0.999300748158277,0.00016785754672213506]",3
國際,"[0.0004239779133355018,0.9982346059847595,0.00044334727605296843,0.00046097933978091974,0.0004370894860710669]",1
生活,"[0.22065906453738532,0.0005366299336161151,0.43696926236189154,0.00047697057029006307,0.34135807259681694]",2
健康,"[0.00022868556125143436,0.0002794573966650825,0.000240156679011235,0.964734054936672,0.03451764542640029]",3
健康,"[0.0002690667134159576,0.00033017551997580996,0.21516575409558106,0.0002956032466285389,0.7839394004243987]",4
健康,"[0.00018918705458389811,0.00023366457966847863,0.0001986518698164412,0.9991824210053646,0.00019607549056660555]",3
生活,"[0.0003578961667112842,0.3434647198833318,0.0003762816612419092,0.10747740208399964,0.5483237002047153]",4
健康,"[0.0003860859685321396,0.0004761939073647191,0.07064975400487303,0.4787500726203282,0.44973789349890186]",3
科技資安,"[0.0006147175566630271,0.9974250998537814,0.0006473370029384556,0.0006744429140655114,0.0006384026725516852]",1
政治與政策,"[0.07411002873606899,0.8844593490850486,0.00044395265331104996,0.00046277586191461196,0.040523893663656635]",1
健康,"[0.0037063210114442625,0.004554201858503796,0.003889205898330008,0.9840228678081775,0.003827403423544428]",3
政治與政策,"[0.5762961325752655,0.0005115564788398706,0.4222977207305459,0.00046108959532258184,0.0004335006200262571]",0
科技資安,"[0.00024255968312343336,0.0002989804816265753,0.6892688353076701,0.054102073295877254,0.2560875512317026]",2
政治與政策,"[0.1572996350743976,0.8405531959592349,0.000708091548591759,0.0007417779791833415,0.0006972994385924091]",1
政治與政策,"[0.27560336513328876,0.7203482348161445,0.0013346624599653246,0.0013981245171789064,0.001315613073422645]",1
國際,"[0.0004469484427451625,0.9981296492196058,0.00046960495876224704,0.0004910783917677477,0.0004627189871190171]",1
健康,"[0.0003600028293388178,0.0004404625612295235,0.04442486757338333,0.792765032810767,0.16200963422528133]",3
政治與政策,"[0.2726999243017915,0.3970388914568981,0.30949064466455106,0.020291001951609572,0.00047953762514985917]",1
科技資安,"[0.10929623856218891,0.8860639244098841,0.001529801763674217,0.0015990675369713025,0.001510967727281371]",1
生活,"[0.00038112914377518025,0.0004713311496378376,0.528952498326307,0.2805645362523854,0.18963050512789453]",2
生活,"[0.0004796654134405099,0.7634084442238165,0.0005034981629530845,0.0005267449310038155,0.2350816472687861]",1
健康,"[0.0005125052459598489,0.18943795506209235,0.0005390255957853519,0.8089777465898583,0.0005327675063041118]",3
健康,"[0.0023530768023370726,0.0029085363944485,0.0024808080837891602,0.5280086622283817,0.4642489164910435]",3
生活,"[0.00032185550791706357,0.0003930572225652017,0.03613428688521663,0.27931538479670825,0.6838354155875928]",4
健康,"[0.0009277308813896303,0.001150706421307448,0.0009738386421894363,0.9959852521725133,0.000962471882600175]",3
國際,"[0.0004945170053803185,0.9979277305967539,0.0005212427019245102,0.0005428194473820537,0.000513690248559094]",1
生活,"[0.0008671865155171832,0.001074902141501433,0.9962065960971067,0.0009499932006981924,0.0009013220451765008]",2
科技資安,"[0.00021755896341520928,0.7817538893699851,0.14593645072194622,0.07186653804754768,0.00022556289710567998]",1
國際,"[0.0015423976007747542,0.9935364830395722,0.0016221188516630635,0.0016962235859098718,0.0016027769220801813]",1
政治與政策,"[0.15849260831813555,0.002651909824085192,0.8342432551429533,0.0023738999874002454,0.0022383267274255674]",2
生活,"[0.0006830278548161857,0.9971339879387493,0.0007205828929137393,0.0007526777764717587,0.0007097235370490184]",1
政治與政策,"[0.04754513964183994,0.913908246779546,0.037622643648601205,0.0004749866424125616,0.0004489832876002563]",1
生活,"[0.00022948451484072906,0.0002805909997961664,0.34460083216007936,0.0002523002318280545,0.6546367920934557]",4
政治與政策,"[0.0007667619734343093,0.9967950741093645,0.0008045615255508466,0.0008395238650520722,0.0007940785265984215]",1
政治與政策,"[0.5392643341214628,0.11403128718357063,0.21714501696580304,0.06949641702149105,0.06006294470767244]",0
生活,"[0.0006049580026984247,0.9974644933350476,0.000636941290775792,0.0006652176776027673,0.0006283896938752654]",1
健康,"[0.0009855066156592258,0.27726094888733094,0.0010326697712327135,0.7197017505887917,0.0010191241369853076]",3
健康,"[0.0003492089040871531,0.00042703514478318363,0.0003666359572211258,0.9984943171701071,0.00036280282380139354]",3
生活,"[0.8613194378620669,0.0003036358320711988,0.00025950241685308145,0.13786034158409755,0.00025708230491141453]",0
健康,"[0.00023577305695693957,0.00028867574076117957,0.00024760356521468836,0.9989830579566925,0.00024488968037469943]",3
健康,"[0.0001271609918828582,0.00015591579857312084,0.00013347204695759315,0.9994517869106202,0.00013166425196638954]",3
健康,"[0.0001556152166633427,0.00019011224485892384,0.00016355772234241005,0.9993291621989292,0.00016155261720616584]",3
生活,"[0.19197141296083106,0.48063656566413343,0.3254647380435725,0.0009924491188340876,0.0009348342126289112]",1
健康,"[0.0006389156811670722,0.48039165669964023,0.0006714349169213059,0.5176344204135976,0.0006635722886738398]",3
生活,"[0.0008421532672339228,0.3801980650348947,0.0008869668962549477,0.6171995064448784,0.0008733083567379594]",3
政治與政策,"[0.720426955692775,0.0005104150609418513,0.00043729108593139,0.27819425695316896,0.00043108120718277705]",0
健康,"[0.08757977031414574,0.00021526280871282124,0.00018532687777613556,0.9118369702702669,0.00018266972909844264]",3
生活,"[0.4848901125262918,0.41196864065560523,0.0009798861764545213,0.10118895325093635,0.0009724073907121953]",0
國際,"[0.00039741735081556004,0.9983382347723719,0.0004164604931263224,0.00043653425332216563,0.00041135313036412064]",1
環境能源,"[0.10602362904166779,0.28305430856335706,0.00033009717796785346,0.4785252113602178,0.13206675385678943]",3
健康,"[0.027554682070327848,0.03344049890579898,0.028936720419866984,0.8814722660548028,0.02859583254920351]",3
國際,"[0.0003945371570271771,0.9983479428365781,0.00041613858604836075,0.00043230650453123377,0.0004090749158150553]",1
健康,"[0.0005688302602810032,0.09887138271834596,0.000599309877831044,0.8993676567380191,0.0005928204055228357]",3
健康,"[0.00021910772639473656,0.00026745513490245536,0.00023022462001426222,0.9990552594915767,0.00022795302711200695]",3
環境能源,"[0.000590727045605436,0.9975199881313607,0.000622760056041067,0.0006497027563794726,0.0006168220106132551]",1
健康,"[0.0003909821848819675,0.0004799443685687958,0.00041116649462398644,0.9779715311538638,0.020746375798061496]",3
生活,"[0.4436827392649939,0.5539803779233496,0.0007733494051771492,0.0008031149555988553,0.0007604184508804423]",1
生活,"[0.0009845970043345714,0.9958677279005257,0.0010366571910355735,0.0010887353479457516,0.0010222825561586341]",1
健康,"[0.0004892466639812138,0.12151704837655505,0.0005130109327077868,0.7651783475548396,0.1123023464719164]",3
生活,"[0.17709046147027016,0.8206963820084131,0.0007321967359319667,0.0007607051366984312,0.0007202546486864647]",1
政治與政策,"[0.23154503627008996,0.12407310542522246,0.5737551749990089,0.06988712340276237,0.0007395599029163103]",2
生活,"[0.0007723479450309887,0.6392774627013134,0.0008163234338007577,0.0008500853486406208,0.3582837805712142]",1
政治與政策,"[0.0009653647573334998,0.7841894983867547,0.10808207507016308,0.10576199283684529,0.0010010689489035522]",1
環境能源,"[0.0005778602510438976,0.2521572189885284,0.0006078810195083011,0.0006338125555371813,0.7460232271853822]",4
政治與政策,"[0.6037439529953724,0.001049786668690305,0.3933937147073365,0.000932619066771591,0.0008799265618291608]",0
科技資安,"[0.49645092928833456,0.49691562441008635,0.0021886138855915322,0.002289101886036353,0.002155730529951289]",1
科技資安,"[0.0030611758558796035,0.9871745896725319,0.003234457163838097,0.003352869330078971,0.003176907977671441]",1
健康,"[0.0002968150882125879,0.0003627972934237965,0.00031195153840180435,0.9987185848129049,0.00030985126705692105]",3
國際,"[0.00037924251105930773,0.9984154606387226,0.00039965662278207924,0.0004136613452176876,0.00039197888221852444]",1
健康,"[0.00022280260746830135,0.0002724697656050905,0.00023387572542445315,0.9990394988193994,0.00023135308210270105]",3
健康,"[0.3209318669556201,0.000396959880219433,0.00034126487177753214,0.6779920520625717,0.0003378562298113409]",3
國際,"[0.0007356666313848787,0.9969174961023398,0.0007751733390029714,0.0008075230738168527,0.000764140853455421]",1
國際,"[0.0010515059659184887,0.9955884720930909,0.0011053379881113413,0.0011639160090945043,0.001090767943784788]",1
健康,"[0.4182463941813408,0.00035630836172752554,0.00030518693133550165,0.14094220259063947,0.4401499079349568]",4
健康,"[0.19810929429992594,0.0002980116982063578,0.00025404959042470767,0.6471281167714511,0.15421052763999196]",3
國際,"[0.00262710858433126,0.7562648445491191,0.002763525464296998,0.2356316334901858,0.002712887912066755]",1
國際,"[0.0006197526462827567,0.9973998422652199,0.0006540720893279643,0.0006830834255179423,0.0006432495736512913]",1
生活,"[0.029685416238432804,0.00021565171250687265,0.00018573768267507305,0.9697306827643833,0.00018251160200185836]",3
政治與政策,"[0.6465691667698562,0.0007366063785056517,0.3514114350286677,0.0006596717800112314,0.0006231200429592552]",0
健康,"[0.0002581811280463079,0.0003157114482625603,0.00027156040278971863,0.7888498596395278,0.2103046873813736]",3
健康,"[0.002545858888668261,0.0031542487923281125,0.002676380223763087,0.9889872683968104,0.0026362436984301886]",3
國際,"[0.0012036597654126605,0.3047439110771371,0.0012659046971505925,0.691542517574852,0.0012440068854476924]",3
科技資安,"[0.042586643296325194,0.9563781711185153,0.000340819301312473,0.00035704287627973347,0.0003373234075674125]",1
國際,"[0.000760458251805686,0.9968170516534227,0.0008006971962752076,0.0008339558840793037,0.0007878370144170171]",1
國際,"[0.003181451452698416,0.9866329559343778,0.0033649229827407492,0.003491673894917413,0.0033289957352655246]",1
健康,"[0.0002792152019189667,0.00034269817451632647,0.0002941375950205285,0.998794143505494,0.0002898055230500659]",3
國際,"[0.0005829268976386904,0.9975640058624607,0.000612486907850567,0.0006375876353232243,0.0006029926967267462]",1
健康,"[0.001305183969408135,0.0015945747582668136,0.001368840964153729,0.9943752536721101,0.0013561466360611828]",3
健康,"[0.0004875742494406756,0.0005972227270308359,0.0005124769614023708,0.9978949823712544,0.0005077436908717612]",3
健康,"[0.00019580978369878756,0.00024113753164645501,0.00020537641907285398,0.9991550654280362,0.0002026108375457353]",3
科技資安,"[0.00027977267332208333,0.766876247444474,0.00029417520112973963,0.23225975157524964,0.00029005310582442775]",1
生活,"[0.0006267704118355931,0.0007751325004442021,0.17840780802911574,0.0006880345652460709,0.8195022544933585]",4
健康,"[0.3639880072706578,0.0003957958929781181,0.0003377293763962659,0.19600198568390761,0.43927648177606016]",4
健康,"[0.2605685389634652,0.00033815899538029953,0.00029050554823131076,0.7385153504716054,0.00028744602131784973]",3
國際,"[0.0006862203438747297,0.9971229774208709,0.0007212814916623145,0.0007566682692539229,0.0007128524743382759]",1
健康,"[0.00011610431399427604,0.00014220783076160937,0.0001220734632927716,0.9994991401023647,0.00012047428958674384]",3
政治與政策,"[0.4104636896030965,0.3417635303572164,0.0011550250175407924,0.24547972191561512,0.0011380331065311022]",0
健康,"[0.09344314447264407,0.0004661197033038922,0.00039929036641124933,0.9052958478686551,0.00039559758898561546]",3
健康,"[0.14334425824540453,0.0005680335301288344,0.0004885652416771925,0.7957303538888381,0.0598687890939514]",3
健康,"[0.0004681388136002603,0.0005752616606868756,0.0004917958960118436,0.997978167926214,0.0004866357034870561]",3
科技資安,"[0.0003780925671532532,0.9984161907694075,0.0003992749589774369,0.00041455362518174536,0.0003918880792802283]",1
國際,"[0.0011508332401808277,0.9427554473548941,0.0012101943689979515,0.05368395111237807,0.001199573923549172]",1
